Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1697887731,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1697887732,1,,Aggregated,0.000000,0.000000,33,33,65,65,65,65,65,65,65,65,65,3,0,33,42.24652299793282,28.653295994445216,64.66563299909467,4536.0
1697887733,2,,Aggregated,0.000000,0.000000,31,31,33,33,65,65,65,65,65,65,65,6,0,29,33.87116749824296,21.532001002924517,64.66563299909467,4536.0
1697887734,3,,Aggregated,0.000000,0.000000,33,34,45,45,65,78,78,78,78,78,78,12,0,31,37.746542247987236,21.532001002924517,78.09226699464489,4536.0
1697887735,3,,Aggregated,3.000000,0.000000,29,31,34,35,45,65,78,78,78,78,78,21,0,29,32.182233760457684,17.011130003083963,78.09226699464489,4536.142857142857
1697887736,3,,Aggregated,4.000000,0.000000,27,31,34,35,45,65,78,78,78,78,78,24,0,25,30.662212707284198,17.011130003083963,78.09226699464489,4536.166666666667
1697887737,3,,Aggregated,4.000000,0.000000,25,29,33,34,45,65,78,78,78,78,78,27,0,25,29.911794184482897,17.011130003083963,78.09226699464489,4536.185185185185
1697887738,3,,Aggregated,3.750000,0.000000,24,29,31,34,41,65,78,78,78,78,78,33,0,24,28.875565969043016,16.74182200076757,78.09226699464489,4536.212121212121
1697887739,3,,Aggregated,4.500000,0.000000,24,29,31,33,41,65,78,78,78,78,78,39,0,24,27.758713383846978,16.74182200076757,78.09226699464489,4536.2307692307695
1697887740,3,,Aggregated,4.500000,0.000000,24,27,30,31,37,45,78,78,78,78,78,42,0,24,27.301019404105666,16.74182200076757,78.09226699464489,4536.238095238095
1697887741,3,,Aggregated,4.500000,0.000000,23,26,30,31,37,45,78,78,78,78,78,48,0,23,26.746793186703144,16.74182200076757,78.09226699464489,4536.25
