Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1697937250,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1697937251,1,,Aggregated,0.000000,0.000000,1,1,13,13,13,13,13,13,13,13,13,3,3,1,5.0915109992881,0.7568649962195195,13.234553000074811,0.0
1697937252,2,,Aggregated,0.000000,0.000000,2,2,2,2,13,13,13,13,13,13,13,6,6,1,3.4260291661970164,0.7568649962195195,13.234553000074811,0.0
1697937253,3,,Aggregated,0.000000,0.000000,2,2,2,3,13,13,13,13,13,13,13,10,10,1,2.8650095984630752,0.7568649962195195,13.234553000074811,0.0
1697937254,3,,Aggregated,3.000000,3.000000,2,2,2,2,3,13,13,13,13,13,13,11,11,2,2.7661404535386036,0.7568649962195195,13.234553000074811,0.0
1697937255,3,,Aggregated,3.000000,3.000000,2,2,2,2,3,13,13,13,13,13,13,12,12,2,2.7427125824033283,0.7568649962195195,13.234553000074811,0.0
1697937256,3,,Aggregated,3.333333,3.333333,2,2,2,3,3,13,13,13,13,13,13,14,14,2,2.6759507132477927,0.7568649962195195,13.234553000074811,0.0
1697937257,3,,Aggregated,2.400000,2.400000,2,2,2,2,3,13,13,13,13,13,13,16,16,2,2.598161248897668,0.7568649962195195,13.234553000074811,0.0
1697937258,3,,Aggregated,2.400000,2.400000,2,2,2,3,3,13,13,13,13,13,13,18,18,2,2.5694320542647295,0.7568649962195195,13.234553000074811,0.0
1697937259,3,,Aggregated,2.333333,2.333333,2,2,2,3,3,13,13,13,13,13,13,19,19,2,2.532060525003257,0.7568649962195195,13.234553000074811,0.0
1697937260,3,,Aggregated,2.142857,2.142857,2,2,2,2,3,3,13,13,13,13,13,21,21,2,2.439569808345931,0.7568649962195195,13.234553000074811,0.0
